id (store),year,month,week,usa,after,sales
5,2011,9,38,1,0,120390
5,2011,9,39,1,0,120334
5,2011,9,40,1,0,114486
5,2011,10,41,1,0,133217
5,2011,10,42,1,0,173258
5,2011,10,43,1,1,54271
5,2011,10,44,1,1,96856
5,2011,10,45,1,1,133617
5,2011,11,46,1,1,90080
5,2011,11,47,1,1,89725
5,2011,11,48,1,1,179695
5,2011,11,49,1,1,174441
5,2011,12,50,1,1,96210
5,2011,12,51,1,1,190230
5,2011,12,52,1,1,107372
5,2011,12,53,1,1,85615
5,2012,1,1,1,1,63587
5,2012,1,2,1,1,92896
5,2012,1,3,1,1,85746
5,2012,1,4,1,1,69389
5,2012,1,5,1,1,53850
5,2012,1,6,1,1,67208
5,2012,2,7,1,1,58204
5,2012,2,8,1,1,55365
5,2012,2,9,1,1,57605
5,2012,2,10,1,1,74342
5,2012,3,11,1,1,117374
5,2012,3,12,1,1,57159
5,2012,3,13,1,1,71758
5,2012,3,14,1,1,104785
5,2012,4,15,1,1,67537
5,2012,4,16,1,1,123224
7,2011,4,16,1,0,70556
7,2011,4,17,1,0,63823
7,2011,4,18,1,0,101883
7,2011,5,19,1,0,58889
7,2011,5,20,1,0,65138
7,2011,5,21,1,0,114557
7,2011,5,22,1,0,92309
7,2011,5,23,1,0,110098
7,2011,6,24,1,0,90851
7,2011,6,25,1,0,98945
7,2011,6,26,1,0,92153
7,2011,6,27,1,0,62241
7,2011,7,28,1,0,65294
7,2011,7,29,1,0,87403
7,2011,7,30,1,0,80566
7,2011,7,31,1,0,49373
7,2011,8,32,1,0,54424
7,2011,8,33,1,0,60238
7,2011,8,34,1,0,54742
7,2011,8,35,1,0,69933
7,2011,8,36,1,0,72679
7,2011,9,37,1,0,67118
7,2011,9,38,1,0,73329
7,2011,9,39,1,0,93081
7,2011,9,40,1,0,93227
7,2011,10,41,1,0,99317
7,2011,10,42,1,0,178045
7,2011,10,43,1,1,55931
7,2011,10,44,1,1,71131
7,2011,10,45,1,1,47106
7,2011,11,46,1,1,103999
7,2011,11,47,1,1,81185
7,2011,11,48,1,1,63365
7,2011,11,49,1,1,97495
7,2011,12,50,1,1,93646
7,2011,12,51,1,1,109794
7,2011,12,52,1,1,76162
7,2011,12,53,1,1,90558
7,2012,1,1,1,1,38417
7,2012,1,2,1,1,42598
7,2012,1,3,1,1,42178
7,2012,1,4,1,1,42502
7,2012,1,5,1,1,70516
7,2012,1,6,1,1,56940
7,2012,2,7,1,1,49121
7,2012,2,8,1,1,49642
7,2012,2,9,1,1,51178
7,2012,2,10,1,1,62165
7,2012,3,11,1,1,48637
7,2012,3,12,1,1,70822
7,2012,3,13,1,1,94358
7,2012,3,14,1,1,61115
7,2012,4,15,1,1,48326
7,2012,4,16,1,1,53615
9,2011,4,16,1,0,91608
9,2011,4,17,1,0,68182
9,2011,4,18,1,0,105259
9,2011,5,19,1,0,98662
9,2011,5,20,1,0,95926
9,2011,5,21,1,0,79672
9,2011,5,22,1,0,125919
9,2011,5,23,1,0,86500
9,2011,6,24,1,0,88249
9,2011,6,25,1,0,101717
9,2011,6,26,1,0,77269
9,2011,6,27,1,0,130444
9,2011,7,28,1,0,70699
9,2011,7,29,1,0,82389
9,2011,7,30,1,0,96570
9,2011,7,31,1,0,72840
9,2011,8,32,1,0,85716
9,2011,8,33,1,0,71722
9,2011,8,34,1,0,129118
9,2011,8,35,1,0,91333
9,2011,8,36,1,0,61401
9,2011,9,37,1,0,125147
9,2011,9,38,1,0,134583
9,2011,9,39,1,0,90772
9,2011,9,40,1,0,147170
9,2011,10,41,1,0,93195
9,2011,10,42,1,0,145461
9,2011,10,43,1,1,101218
9,2011,10,44,1,1,81882
9,2011,10,45,1,1,97510
9,2011,11,46,1,1,83584
9,2011,11,47,1,1,113840
9,2011,11,48,1,1,131927
9,2011,11,49,1,1,123678
9,2011,12,50,1,1,89873
9,2011,12,51,1,1,127543
9,2011,12,52,1,1,176468
9,2011,12,53,1,1,78952
9,2012,1,1,1,1,47408
9,2012,1,2,1,1,95678
9,2012,1,3,1,1,79664
9,2012,1,4,1,1,78770
9,2012,1,5,1,1,70094
9,2012,1,6,1,1,82121
9,2012,2,7,1,1,82082
9,2012,2,8,1,1,100085
9,2012,2,9,1,1,68338
9,2012,2,10,1,1,125624
9,2012,3,11,1,1,63932
9,2012,3,12,1,1,61489
9,2012,3,13,1,1,66291
9,2012,3,14,1,1,171969
9,2012,4,15,1,1,96075
9,2012,4,16,1,1,121806
11,2011,4,16,1,0,44624
11,2011,4,17,1,0,47441
11,2011,4,18,1,0,63297
11,2011,5,19,1,0,45343
11,2011,5,20,1,0,85340
11,2011,5,21,1,0,60501
11,2011,5,22,1,0,48243
11,2011,5,23,1,0,86665
11,2011,6,24,1,0,72373
11,2011,6,25,1,0,71668
11,2011,6,26,1,0,74545
11,2011,6,27,1,0,40688
11,2011,7,28,1,0,52623
11,2011,7,29,1,0,55942
11,2011,7,30,1,0,52837
11,2011,7,31,1,0,51685
11,2011,8,32,1,0,54582
11,2011,8,33,1,0,59779
11,2011,8,34,1,0,39629
11,2011,8,35,1,0,24916
11,2011,8,36,1,0,72879
11,2011,9,37,1,0,100300
11,2011,9,38,1,0,74078
11,2011,9,39,1,0,66477
11,2011,9,40,1,0,55540
11,2011,10,41,1,0,110848
11,2011,10,42,1,0,113112
11,2011,10,43,1,1,86246
11,2011,10,44,1,1,66038
11,2011,10,45,1,1,57674
11,2011,11,46,1,1,89706
11,2011,11,47,1,1,83281
11,2011,11,48,1,1,66048
11,2011,11,49,1,1,58474
11,2011,12,50,1,1,48966
11,2011,12,51,1,1,70273
11,2011,12,52,1,1,72044
11,2011,12,53,1,1,79869
11,2012,1,1,1,1,19181
11,2012,1,2,1,1,46579
11,2012,1,3,1,1,46951
11,2012,1,4,1,1,60017
11,2012,1,5,1,1,38674
11,2012,1,6,1,1,54311
11,2012,2,7,1,1,41890
11,2012,2,8,1,1,54204
11,2012,2,9,1,1,50454
11,2012,2,10,1,1,47947
11,2012,3,11,1,1,49256
11,2012,3,12,1,1,44408
11,2012,3,13,1,1,52456
11,2012,3,14,1,1,61060
11,2012,4,15,1,1,53380
11,2012,4,16,1,1,70827
13,2011,4,16,1,0,32907
13,2011,4,17,1,0,38770
13,2011,4,18,1,0,64780
13,2011,5,19,1,0,68356
13,2011,5,20,1,0,77128
13,2011,5,21,1,0,54723
13,2011,5,22,1,0,37767
13,2011,5,23,1,0,59063
13,2011,6,24,1,0,45949
13,2011,6,25,1,0,71242
13,2011,6,26,1,0,84478
13,2011,6,27,1,0,32768
13,2011,7,28,1,0,49953
13,2011,7,29,1,0,42148
13,2011,7,30,1,0,37263
13,2011,7,31,1,0,35879
13,2011,8,32,1,0,28308
13,2011,8,33,1,0,71065
13,2011,8,34,1,0,45062
13,2011,8,35,1,0,38931
13,2011,8,36,1,0,52233
13,2011,9,37,1,0,86667
13,2011,9,38,1,0,64924
13,2011,9,39,1,0,50921
13,2011,9,40,1,0,58949
13,2011,10,41,1,0,53954
13,2011,10,42,1,0,81833
13,2011,10,43,1,1,40946
13,2011,10,44,1,1,65686
13,2011,10,45,1,1,45232
13,2011,11,46,1,1,44064
13,2011,11,47,1,1,71521
13,2011,11,48,1,1,76748
13,2011,11,49,1,1,73929
13,2011,12,50,1,1,59227
13,2011,12,51,1,1,59660
13,2011,12,52,1,1,56626
13,2011,12,53,1,1,54756
13,2012,1,1,1,1,14513
13,2012,1,2,1,1,41071
13,2012,1,3,1,1,49298
13,2012,1,4,1,1,47694
13,2012,1,5,1,1,25297
13,2012,1,6,1,1,35559
13,2012,2,7,1,1,25461
13,2012,2,8,1,1,33164
13,2012,2,9,1,1,41027
13,2012,2,10,1,1,60679
13,2012,3,11,1,1,24393
13,2012,3,12,1,1,34362
13,2012,3,13,1,1,47615
13,2012,3,14,1,1,61699
13,2012,4,15,1,1,42603
13,2012,4,16,1,1,47273
15,2011,4,16,1,0,72407
15,2011,4,17,1,0,57718
15,2011,4,18,1,0,116943
15,2011,5,19,1,0,83847
15,2011,5,20,1,0,122821
15,2011,5,21,1,0,129194
15,2011,5,22,1,0,76638
15,2011,5,23,1,0,81442
15,2011,6,24,1,0,130810
15,2011,6,25,1,0,111386
15,2011,6,26,1,0,111300
15,2011,6,27,1,0,92230
15,2011,7,28,1,0,114690
15,2011,7,29,1,0,50919
15,2011,7,30,1,0,113839
15,2011,7,31,1,0,58184
15,2011,8,32,1,0,63828
15,2011,8,33,1,0,84686
15,2011,8,34,1,0,72848
15,2011,8,35,1,0,62062
15,2011,8,36,1,0,25190
15,2011,9,37,1,0,117142
15,2011,9,38,1,0,75559
15,2011,9,39,1,0,100588
15,2011,9,40,1,0,83252
15,2011,10,41,1,0,124570
15,2011,10,42,1,0,212913
15,2011,10,43,1,1,105595
15,2011,10,44,1,1,79394
15,2011,10,45,1,1,82560
15,2011,11,46,1,1,86068
15,2011,11,47,1,1,86477
15,2011,11,48,1,1,128836
15,2011,11,49,1,1,96881
15,2011,12,50,1,1,107021
15,2011,12,51,1,1,139839
15,2011,12,52,1,1,116857
15,2011,12,53,1,1,109394
15,2012,1,1,1,1,36407
15,2012,1,2,1,1,78226
15,2012,1,3,1,1,72225
15,2012,1,4,1,1,62495
15,2012,1,5,1,1,43906
15,2012,1,6,1,1,73746
15,2012,2,7,1,1,57929
15,2012,2,8,1,1,77379
15,2012,2,9,1,1,65134
15,2012,2,10,1,1,72315
15,2012,3,11,1,1,71490
15,2012,3,12,1,1,69339
15,2012,3,13,1,1,103196
15,2012,3,14,1,1,100737
15,2012,4,15,1,1,59145
15,2012,4,16,1,1,122699
17,2011,4,16,1,0,84850
17,2011,4,17,1,0,66400
17,2011,4,18,1,0,82322
17,2011,5,19,1,0,93896
17,2011,5,20,1,0,111780
17,2011,5,21,1,0,107315
17,2011,5,22,1,0,108746
17,2011,5,23,1,0,103986
17,2011,6,24,1,0,91174
17,2011,6,25,1,0,88054
17,2011,6,26,1,0,129182
17,2011,6,27,1,0,97740
17,2011,7,28,1,0,105161
17,2011,7,29,1,0,80318
17,2011,7,30,1,0,101227
17,2011,7,31,1,0,79482
17,2011,8,32,1,0,48322
17,2011,8,33,1,0,119819
17,2011,8,34,1,0,65397
17,2011,8,35,1,0,59102
17,2011,8,36,1,0,65850
17,2011,9,37,1,0,130999
17,2011,9,38,1,0,90094
17,2011,9,39,1,0,123008
17,2011,9,40,1,0,115405
17,2011,10,41,1,0,95252
17,2011,10,42,1,0,165439
17,2011,10,43,1,1,64383
17,2011,10,44,1,1,86022
17,2011,10,45,1,1,78449
17,2011,11,46,1,1,104294
17,2011,11,47,1,1,95743
17,2011,11,48,1,1,111553
17,2011,11,49,1,1,151845
17,2011,12,50,1,1,102383
17,2011,12,51,1,1,84233
17,2011,12,52,1,1,88576
17,2011,12,53,1,1,93034
17,2012,1,1,1,1,38996
17,2012,1,2,1,1,101504
17,2012,1,3,1,1,48549
17,2012,1,4,1,1,54102
17,2012,1,5,1,1,43835
17,2012,1,6,1,1,60957
17,2012,2,7,1,1,59075
17,2012,2,8,1,1,61171
17,2012,2,9,1,1,80867
17,2012,2,10,1,1,63465
17,2012,3,11,1,1,118669
17,2012,3,12,1,1,73679
17,2012,3,13,1,1,80906
17,2012,3,14,1,1,120993
17,2012,4,15,1,1,79498
17,2012,4,16,1,1,63310
19,2011,4,16,0,0,40451
19,2011,4,17,0,0,48408
19,2011,4,18,0,0,37051
19,2011,5,19,0,0,54431
19,2011,5,20,0,0,54132
19,2011,5,21,0,0,45080
19,2011,5,22,0,0,49468
19,2011,5,23,0,0,73621
19,2011,6,24,0,0,42972
19,2011,6,25,0,0,53346
19,2011,6,26,0,0,48090
19,2011,6,27,0,0,37422
19,2011,7,28,0,0,72556
19,2011,7,29,0,0,41933
19,2011,7,30,0,0,45724
19,2011,7,31,0,0,47944
19,2011,8,32,0,0,24822
19,2011,8,33,0,0,51960
19,2011,8,34,0,0,33091
19,2011,8,35,0,0,39468
19,2011,8,36,0,0,30394
19,2011,9,37,0,0,55364
19,2011,9,38,0,0,51698
19,2011,9,39,0,0,45426
19,2011,9,40,0,0,49323
19,2011,10,41,0,0,43627
19,2011,10,42,0,0,74351
19,2011,10,43,0,1,32398
19,2011,10,44,0,1,47554
19,2011,10,45,0,1,56077
19,2011,11,46,0,1,45361
19,2011,11,47,0,1,52880
19,2011,11,48,0,1,72229
19,2011,11,49,0,1,48471
19,2011,12,50,0,1,60405
19,2011,12,51,0,1,69612
19,2011,12,52,0,1,55388
19,2011,12,53,0,1,41548
19,2012,1,1,0,1,16396
19,2012,1,2,0,1,42644
19,2012,1,3,0,1,38389
19,2012,1,4,0,1,35181
19,2012,1,5,0,1,24988
19,2012,1,6,0,1,20483
19,2012,2,7,0,1,33229
19,2012,2,8,0,1,32101
19,2012,2,9,0,1,31709
19,2012,2,10,0,1,35922
19,2012,3,11,0,1,44797
19,2012,3,12,0,1,33361
19,2012,3,13,0,1,36622
19,2012,3,14,0,1,53531
19,2012,4,15,0,1,36907
19,2012,4,16,0,1,52740
21,2011,4,16,1,0,39975
21,2011,4,17,1,0,21971
21,2011,4,18,1,0,30729
21,2011,5,19,1,0,42982
21,2011,5,20,1,0,35440
21,2011,5,21,1,0,30230
21,2011,5,22,1,0,34582
21,2011,5,23,1,0,20403
21,2011,6,24,1,0,20046
21,2011,6,25,1,0,39369
21,2011,6,26,1,0,40766
21,2011,6,27,1,0,22270
21,2011,7,28,1,0,23166
21,2011,7,29,1,0,30263
21,2011,7,30,1,0,33119
21,2011,7,31,1,0,21410
21,2011,8,32,1,0,27365
21,2011,8,33,1,0,27059
21,2011,8,34,1,0,20436
21,2011,8,35,1,0,23650
21,2011,8,36,1,0,29303
21,2011,9,37,1,0,31913
21,2011,9,38,1,0,32518
21,2011,9,39,1,0,25736
21,2011,9,40,1,0,28672
21,2011,10,41,1,0,38446
21,2011,10,42,1,0,65223
21,2011,10,43,1,1,26874
21,2011,10,44,1,1,17794
21,2011,10,45,1,1,37115
21,2011,11,46,1,1,38386
21,2011,11,47,1,1,45735
21,2011,11,48,1,1,57436
21,2011,11,49,1,1,30589
21,2011,12,50,1,1,40948
21,2011,12,51,1,1,47386
21,2011,12,52,1,1,38680
21,2011,12,53,1,1,27075
21,2012,1,1,1,1,18738
21,2012,1,2,1,1,23232
21,2012,1,3,1,1,20413
21,2012,1,4,1,1,17087
21,2012,1,5,1,1,16323
21,2012,1,6,1,1,25930
21,2012,2,7,1,1,34469
21,2012,2,8,1,1,33189
21,2012,2,9,1,1,22889
21,2012,2,10,1,1,28688
21,2012,3,11,1,1,19849
21,2012,3,12,1,1,25501
21,2012,3,13,1,1,36854
21,2012,3,14,1,1,54907
21,2012,4,15,1,1,29383
21,2012,4,16,1,1,20126
23,2011,4,16,0,0,91383
23,2011,4,17,0,0,52288
23,2011,4,18,0,0,76448
23,2011,5,19,0,0,76213
23,2011,5,20,0,0,54404
23,2011,5,21,0,0,105472
23,2011,5,22,0,0,77347
23,2011,5,23,0,0,60082
23,2011,6,24,0,0,37954
23,2011,6,25,0,0,82349
23,2011,6,26,0,0,110534
23,2011,6,27,0,0,50269
23,2011,7,28,0,0,67220
23,2011,7,29,0,0,55377
23,2011,7,30,0,0,49620
23,2011,7,31,0,0,68498
23,2011,8,32,0,0,47682
23,2011,8,33,0,0,93321
23,2011,8,34,0,0,55689
23,2011,8,35,0,0,56218
23,2011,8,36,0,0,54971
23,2011,9,37,0,0,83378
23,2011,9,38,0,0,108885
23,2011,9,39,0,0,65193
23,2011,9,40,0,0,82817
23,2011,10,41,0,0,80032
23,2011,10,42,0,0,103548
23,2011,10,43,0,1,63486
23,2011,10,44,0,1,36379
23,2011,10,45,0,1,55693
23,2011,11,46,0,1,57480
23,2011,11,47,0,1,55115
23,2011,11,48,0,1,96523
23,2011,11,49,0,1,72324
23,2011,12,50,0,1,75132
23,2011,12,51,0,1,64202
23,2011,12,52,0,1,85386
23,2011,12,53,0,1,59591
23,2012,1,1,0,1,27295
23,2012,1,2,0,1,41624
23,2012,1,3,0,1,36092
23,2012,1,4,0,1,54876
23,2012,1,5,0,1,50805
23,2012,1,6,0,1,36599
23,2012,2,7,0,1,52197
23,2012,2,8,0,1,38010
23,2012,2,9,0,1,52135
23,2012,2,10,0,1,39265
23,2012,3,11,0,1,66774
23,2012,3,12,0,1,49221
23,2012,3,13,0,1,57355
23,2012,3,14,0,1,70558
23,2012,4,15,0,1,62263
23,2012,4,16,0,1,84059
25,2011,4,16,0,0,30546
25,2011,4,17,0,0,23680
25,2011,4,18,0,0,38219
25,2011,5,19,0,0,32507
25,2011,5,20,0,0,39171
25,2011,5,21,0,0,29061
25,2011,5,22,0,0,32805
25,2011,5,23,0,0,25487
25,2011,6,24,0,0,21874
25,2011,6,25,0,0,37526
25,2011,6,26,0,0,27684
25,2011,6,27,0,0,44247
25,2011,7,28,0,0,17729
25,2011,7,29,0,0,21176
25,2011,7,30,0,0,36063
25,2011,7,31,0,0,21473
25,2011,8,32,0,0,25444
25,2011,8,33,0,0,27602
25,2011,8,34,0,0,24345
25,2011,8,35,0,0,21158
25,2011,8,36,0,0,22175
25,2011,9,37,0,0,42554
25,2011,9,38,0,0,35398
25,2011,9,39,0,0,28171
25,2011,9,40,0,0,30354
25,2011,10,41,0,0,29269
25,2011,10,42,0,0,50634
25,2011,10,43,0,1,31731
25,2011,10,44,0,1,21314
25,2011,10,45,0,1,25796
25,2011,11,46,0,1,21132
25,2011,11,47,0,1,47188
25,2011,11,48,0,1,52272
25,2011,11,49,0,1,24775
25,2011,12,50,0,1,38901
25,2011,12,51,0,1,29916
25,2011,12,52,0,1,29865
25,2011,12,53,0,1,23504
25,2012,1,1,0,1,10935
25,2012,1,2,0,1,18871
25,2012,1,3,0,1,14023
25,2012,1,4,0,1,19949
25,2012,1,5,0,1,20652
25,2012,1,6,0,1,18467
25,2012,2,7,0,1,22621
25,2012,2,8,0,1,19949
25,2012,2,9,0,1,22382
25,2012,2,10,0,1,20507
25,2012,3,11,0,1,17805
25,2012,3,12,0,1,24572
25,2012,3,13,0,1,27396
25,2012,3,14,0,1,35122
25,2012,4,15,0,1,20052
25,2012,4,16,0,1,22903
27,2011,4,16,1,0,49171
27,2011,4,17,1,0,45800
27,2011,4,18,1,0,56774
27,2011,5,19,1,0,54446
27,2011,5,20,1,0,35616
27,2011,5,21,1,0,50578
27,2011,5,22,1,0,65144
27,2011,5,23,1,0,72962
27,2011,6,24,1,0,63526
27,2011,6,25,1,0,89839
27,2011,6,26,1,0,77274
27,2011,6,27,1,0,45110
27,2011,7,28,1,0,66874
27,2011,7,29,1,0,52319
27,2011,7,30,1,0,64615
27,2011,7,31,1,0,40260
27,2011,8,32,1,0,40221
27,2011,8,33,1,0,39473
27,2011,8,34,1,0,24908
27,2011,8,35,1,0,23840
27,2011,8,36,1,0,45578
27,2011,9,37,1,0,72566
27,2011,9,38,1,0,65244
27,2011,9,39,1,0,67052
27,2011,9,40,1,0,53473
27,2011,10,41,1,0,61523
27,2011,10,42,1,0,82388
27,2011,10,43,1,1,44395
27,2011,10,44,1,1,50249
27,2011,10,45,1,1,48366
27,2011,11,46,1,1,64210
27,2011,11,47,1,1,81937
27,2011,11,48,1,1,64625
27,2011,11,49,1,1,101721
27,2011,12,50,1,1,63225
27,2011,12,51,1,1,73507
27,2011,12,52,1,1,65959
27,2011,12,53,1,1,93503
27,2012,1,1,1,1,29237
27,2012,1,2,1,1,49871
27,2012,1,3,1,1,34132
27,2012,1,4,1,1,33295
27,2012,1,5,1,1,30550
27,2012,1,6,1,1,57234
27,2012,2,7,1,1,31352
27,2012,2,8,1,1,57415
27,2012,2,9,1,1,42167
27,2012,2,10,1,1,43155
27,2012,3,11,1,1,38812
27,2012,3,12,1,1,54250
27,2012,3,13,1,1,59960
27,2012,3,14,1,1,78904
27,2012,4,15,1,1,25685
27,2012,4,16,1,1,58847
29,2011,4,16,1,0,33547
29,2011,4,17,1,0,33960
29,2011,4,18,1,0,46585
29,2011,5,19,1,0,48947
29,2011,5,20,1,0,25485
29,2011,5,21,1,0,33404
29,2011,5,22,1,0,35206
29,2011,5,23,1,0,37750
29,2011,6,24,1,0,56108
29,2011,6,25,1,0,41417
29,2011,6,26,1,0,39419
29,2011,6,27,1,0,37994
29,2011,7,28,1,0,36402
29,2011,7,29,1,0,20495
29,2011,7,30,1,0,28037
29,2011,7,31,1,0,28914
29,2011,8,32,1,0,35198
29,2011,8,33,1,0,27310
29,2011,8,34,1,0,19089
29,2011,8,35,1,0,26405
29,2011,8,36,1,0,39438
29,2011,9,37,1,0,53209
29,2011,9,38,1,0,50307
29,2011,9,39,1,0,34417
29,2011,9,40,1,0,32934
29,2011,10,41,1,0,40115
29,2011,10,42,1,0,78009
29,2011,10,43,1,1,26546
29,2011,10,44,1,1,24713
29,2011,10,45,1,1,31656
29,2011,11,46,1,1,44133
29,2011,11,47,1,1,57334
29,2011,11,48,1,1,63062
29,2011,11,49,1,1,45240
29,2011,12,50,1,1,53901
29,2011,12,51,1,1,58248
29,2011,12,52,1,1,53566
29,2011,12,53,1,1,52609
29,2012,1,1,1,1,25070
29,2012,1,2,1,1,57446
29,2012,1,3,1,1,22751
29,2012,1,4,1,1,22564
29,2012,1,5,1,1,23326
29,2012,1,6,1,1,35887
29,2012,2,7,1,1,22436
29,2012,2,8,1,1,22214
29,2012,2,9,1,1,17963
29,2012,2,10,1,1,27007
29,2012,3,11,1,1,59105
29,2012,3,12,1,1,35356
29,2012,3,13,1,1,33091
29,2012,3,14,1,1,34264
29,2012,4,15,1,1,35579
29,2012,4,16,1,1,29351
31,2011,4,16,1,0,51316
31,2011,4,17,1,0,49823
31,2011,4,18,1,0,61830
31,2011,5,19,1,0,58013
31,2011,5,20,1,0,62070
31,2011,5,21,1,0,67047
31,2011,5,22,1,0,75423
31,2011,5,23,1,0,68415
31,2011,6,24,1,0,55765
31,2011,6,25,1,0,87191
31,2011,6,26,1,0,69420
31,2011,6,27,1,0,53019
31,2011,7,28,1,0,53126
31,2011,7,29,1,0,94644
31,2011,7,30,1,0,44952
31,2011,7,31,1,0,54339
31,2011,8,32,1,0,48812
31,2011,8,33,1,0,71913
31,2011,8,34,1,0,59454
31,2011,8,35,1,0,31608
31,2011,8,36,1,0,38922
31,2011,9,37,1,0,90384
31,2011,9,38,1,0,77217
31,2011,9,39,1,0,63443
31,2011,9,40,1,0,69980
31,2011,10,41,1,0,111993
31,2011,10,42,1,0,113664
31,2011,10,43,1,1,49624
31,2011,10,44,1,1,77269
31,2011,10,45,1,1,78322
31,2011,11,46,1,1,65196
31,2011,11,47,1,1,76289
31,2011,11,48,1,1,73455
31,2011,11,49,1,1,69903
31,2011,12,50,1,1,74606
31,2011,12,51,1,1,128548
31,2011,12,52,1,1,67012
31,2011,12,53,1,1,42229
31,2012,1,1,1,1,12613
31,2012,1,2,1,1,62538
31,2012,1,3,1,1,53913
31,2012,1,4,1,1,45722
31,2012,1,5,1,1,39787
31,2012,1,6,1,1,51986
31,2012,2,7,1,1,27520
31,2012,2,8,1,1,54887
31,2012,2,9,1,1,46799
31,2012,2,10,1,1,40834
31,2012,3,11,1,1,72845
31,2012,3,12,1,1,48519
31,2012,3,13,1,1,61725
31,2012,3,14,1,1,77946
31,2012,4,15,1,1,26275
31,2012,4,16,1,1,44626
33,2011,4,16,1,0,38233
33,2011,4,17,1,0,32389
33,2011,4,18,1,0,49964
33,2011,5,19,1,0,41158
33,2011,5,20,1,0,79972
33,2011,5,21,1,0,50056
33,2011,5,22,1,0,60221
33,2011,5,23,1,0,57677
