id (DMA),year,month,week,after,close,sales
3,2011,11,46,1,1,16274
3,2011,11,47,1,1,16226
3,2011,11,48,1,1,27192
3,2011,11,49,1,1,53674
3,2011,12,50,1,1,21452
3,2011,12,51,1,1,17051
3,2011,12,52,1,1,13426
3,2011,12,53,1,1,11767
3,2012,1,1,1,1,9204
3,2012,1,2,1,1,12892
3,2012,1,3,1,1,10442
3,2012,1,4,1,1,7313
3,2012,1,5,1,1,15571
3,2012,1,6,1,1,12798
3,2012,2,7,1,1,7011
3,2012,2,8,1,1,13902
3,2012,2,9,1,1,9130
3,2012,2,10,1,1,9070
3,2012,3,11,1,1,4186
3,2012,3,12,1,1,3901
3,2012,3,13,1,1,4531
3,2012,3,14,1,1,4744
4,2011,4,17,0,1,2944
4,2011,4,18,0,1,2810
4,2011,5,19,0,1,3172
4,2011,5,20,0,1,2818
4,2011,5,21,0,1,6708
4,2011,5,22,0,1,1897
4,2011,5,23,0,1,4473
4,2011,6,24,0,1,2634
4,2011,6,25,0,1,1653
4,2011,6,26,0,1,2959
4,2011,6,27,0,1,3012
4,2011,7,28,0,1,3868
4,2011,7,29,0,1,3311
4,2011,7,30,0,1,2676
4,2011,7,31,0,1,1956
4,2011,8,32,0,1,3738
4,2011,8,33,0,1,4066
4,2011,8,34,0,1,1355
4,2011,8,35,0,1,2239
4,2011,8,36,0,1,3006
4,2011,9,37,0,1,5448
4,2011,9,38,0,1,2613
4,2011,9,39,0,1,5043
4,2011,9,40,0,1,4466
4,2011,10,41,0,1,1784
4,2011,10,42,0,1,4298
4,2011,10,43,1,1,4886
4,2011,10,44,1,1,2502
4,2011,10,45,1,1,6331
4,2011,11,46,1,1,2896
4,2011,11,47,1,1,4197
4,2011,11,48,1,1,2038
4,2011,11,49,1,1,8748
4,2011,12,50,1,1,3321
4,2011,12,51,1,1,1939
4,2011,12,52,1,1,2385
4,2011,12,53,1,1,3345
4,2012,1,1,1,1,1541
4,2012,1,2,1,1,2209
4,2012,1,3,1,1,4720
4,2012,1,4,1,1,2250
4,2012,1,5,1,1,1571
4,2012,1,6,1,1,1969
4,2012,2,7,1,1,1559
4,2012,2,8,1,1,1439
4,2012,2,9,1,1,3224
4,2012,2,10,1,1,3895
4,2012,3,11,1,1,1827
4,2012,3,12,1,1,1902
4,2012,3,13,1,1,1435
4,2012,3,14,1,1,1875
5,2011,4,17,0,0,27618
5,2011,4,18,0,0,45552
5,2011,5,19,0,0,29598
5,2011,5,20,0,0,37963
5,2011,5,21,0,0,66171
5,2011,5,22,0,0,13103
5,2011,5,23,0,0,35680
5,2011,6,24,0,0,28055
5,2011,6,25,0,0,37261
5,2011,6,26,0,0,60733
5,2011,6,27,0,0,30724
5,2011,7,28,0,0,19351
5,2011,7,29,0,0,22957
5,2011,7,30,0,0,28337
5,2011,7,31,0,0,12822
5,2011,8,32,0,0,48230
5,2011,8,33,0,0,34884
5,2011,8,34,0,0,21812
5,2011,8,35,0,0,33529
5,2011,8,36,0,0,22601
5,2011,9,37,0,0,95634
5,2011,9,38,0,0,46716
5,2011,9,39,0,0,28644
5,2011,9,40,0,0,13318
5,2011,10,41,0,0,22858
5,2011,10,42,0,0,28515
5,2011,10,43,1,0,36122
5,2011,10,44,1,0,20357
5,2011,10,45,1,0,19391
5,2011,11,46,1,0,25548
5,2011,11,47,1,0,41491
5,2011,11,48,1,0,29151
5,2011,11,49,1,0,65278
5,2011,12,50,1,0,22721
5,2011,12,51,1,0,25025
5,2011,12,52,1,0,21601
5,2011,12,53,1,0,22348
5,2012,1,1,1,0,25700
5,2012,1,2,1,0,13909
5,2012,1,3,1,0,14530
5,2012,1,4,1,0,12794
5,2012,1,5,1,0,16362
5,2012,1,6,1,0,20097
5,2012,2,7,1,0,7250
5,2012,2,8,1,0,11320
5,2012,2,9,1,0,18962
5,2012,2,10,1,0,35021
5,2012,3,11,1,0,11937
5,2012,3,12,1,0,12391
5,2012,3,13,1,0,10100
5,2012,3,14,1,0,9639
6,2011,4,17,0,0,11739
6,2011,4,18,0,0,18575
6,2011,5,19,0,0,7273
6,2011,5,20,0,0,18748
6,2011,5,21,0,0,28193
6,2011,5,22,0,0,7706
6,2011,5,23,0,0,9307
6,2011,6,24,0,0,17291
6,2011,6,25,0,0,10818
6,2011,6,26,0,0,10672
6,2011,6,27,0,0,9295
6,2011,7,28,0,0,33240
6,2011,7,29,0,0,6030
6,2011,7,30,0,0,13709
6,2011,7,31,0,0,11338
6,2011,8,32,0,0,12147
6,2011,8,33,0,0,4835
6,2011,8,34,0,0,14492
6,2011,8,35,0,0,6251
6,2011,8,36,0,0,8666
6,2011,9,37,0,0,7372
6,2011,9,38,0,0,6803
6,2011,9,39,0,0,11837
6,2011,9,40,0,0,10198
6,2011,10,41,0,0,10304
6,2011,10,42,0,0,9223
6,2011,10,43,1,0,8206
6,2011,10,44,1,0,10834
6,2011,10,45,1,0,11530
6,2011,11,46,1,0,14120
6,2011,11,47,1,0,8154
6,2011,11,48,1,0,6148
6,2011,11,49,1,0,22273
6,2011,12,50,1,0,15469
6,2011,12,51,1,0,9241
6,2011,12,52,1,0,7207
6,2011,12,53,1,0,26235
6,2012,1,1,1,0,8118
6,2012,1,2,1,0,7984
6,2012,1,3,1,0,9706
6,2012,1,4,1,0,7567
6,2012,1,5,1,0,6015
6,2012,1,6,1,0,5863
6,2012,2,7,1,0,3805
6,2012,2,8,1,0,6456
6,2012,2,9,1,0,6787
6,2012,2,10,1,0,7438
6,2012,3,11,1,0,7470
6,2012,3,12,1,0,7194
6,2012,3,13,1,0,7986
6,2012,3,14,1,0,5675
7,2011,4,17,0,1,84971
7,2011,4,18,0,1,61760
7,2011,5,19,0,1,111152
7,2011,5,20,0,1,56341
7,2011,5,21,0,1,77075
7,2011,5,22,0,1,87187
7,2011,5,23,0,1,64761
7,2011,6,24,0,1,73339
7,2011,6,25,0,1,81112
7,2011,6,26,0,1,57162
7,2011,6,27,0,1,42205
7,2011,7,28,0,1,60038
7,2011,7,29,0,1,42301
7,2011,7,30,0,1,73984
7,2011,7,31,0,1,42389
7,2011,8,32,0,1,86740
7,2011,8,33,0,1,162945
7,2011,8,34,0,1,58440
7,2011,8,35,0,1,68182
7,2011,8,36,0,1,33762
7,2011,9,37,0,1,93228
7,2011,9,38,0,1,74264
7,2011,9,39,0,1,67576
7,2011,9,40,0,1,100550
7,2011,10,41,0,1,36164
7,2011,10,42,0,1,117619
7,2011,10,43,1,1,66130
7,2011,10,44,1,1,62119
7,2011,10,45,1,1,94885
7,2011,11,46,1,1,58667
7,2011,11,47,1,1,112935
7,2011,11,48,1,1,78255
7,2011,11,49,1,1,218706
7,2011,12,50,1,1,62838
7,2011,12,51,1,1,91491
7,2011,12,52,1,1,67973
7,2011,12,53,1,1,56821
7,2012,1,1,1,1,46082
7,2012,1,2,1,1,38171
7,2012,1,3,1,1,27896
7,2012,1,4,1,1,54737
7,2012,1,5,1,1,27889
7,2012,1,6,1,1,61161
7,2012,2,7,1,1,22357
7,2012,2,8,1,1,38620
7,2012,2,9,1,1,88834
7,2012,2,10,1,1,30094
7,2012,3,11,1,1,45534
7,2012,3,12,1,1,42887
7,2012,3,13,1,1,49862
7,2012,3,14,1,1,40341
8,2011,4,17,0,1,28307
8,2011,4,18,0,1,44891
8,2011,5,19,0,1,16390
8,2011,5,20,0,1,41227
8,2011,5,21,0,1,19232
8,2011,5,22,0,1,25456
8,2011,5,23,0,1,17389
8,2011,6,24,0,1,11491
8,2011,6,25,0,1,49198
8,2011,6,26,0,1,16533
8,2011,6,27,0,1,29436
8,2011,7,28,0,1,10884
8,2011,7,29,0,1,42213
8,2011,7,30,0,1,24114
8,2011,7,31,0,1,29824
8,2011,8,32,0,1,47174
8,2011,8,33,0,1,36652
8,2011,8,34,0,1,25946
8,2011,8,35,0,1,20944
8,2011,8,36,0,1,51250
8,2011,9,37,0,1,38112
8,2011,9,38,0,1,21954
8,2011,9,39,0,1,46710
8,2011,9,40,0,1,43991
8,2011,10,41,0,1,19135
8,2011,10,42,0,1,24543
8,2011,10,43,1,1,41048
8,2011,10,44,1,1,19429
8,2011,10,45,1,1,29921
8,2011,11,46,1,1,27834
8,2011,11,47,1,1,66556
8,2011,11,48,1,1,29955
8,2011,11,49,1,1,52830
8,2011,12,50,1,1,41152
8,2011,12,51,1,1,19432
8,2011,12,52,1,1,23939
8,2011,12,53,1,1,28984
8,2012,1,1,1,1,22355
8,2012,1,2,1,1,26782
8,2012,1,3,1,1,8121
8,2012,1,4,1,1,12578
8,2012,1,5,1,1,11012
8,2012,1,6,1,1,16437
8,2012,2,7,1,1,11373
8,2012,2,8,1,1,21963
8,2012,2,9,1,1,13346
8,2012,2,10,1,1,10672
8,2012,3,11,1,1,10883
8,2012,3,12,1,1,11359
8,2012,3,13,1,1,11513
8,2012,3,14,1,1,10540
9,2011,4,17,0,1,14374
9,2011,4,18,0,1,5230
9,2011,5,19,0,1,7790
9,2011,5,20,0,1,5461
9,2011,5,21,0,1,9880
9,2011,5,22,0,1,7917
9,2011,5,23,0,1,7457
9,2011,6,24,0,1,13847
9,2011,6,25,0,1,6562
9,2011,6,26,0,1,21032
9,2011,6,27,0,1,8438
9,2011,7,28,0,1,8422
9,2011,7,29,0,1,4896
9,2011,7,30,0,1,8944
9,2011,7,31,0,1,9643
9,2011,8,32,0,1,11817
9,2011,8,33,0,1,11377
9,2011,8,34,0,1,7169
9,2011,8,35,0,1,6175
9,2011,8,36,0,1,10402
9,2011,9,37,0,1,17915
9,2011,9,38,0,1,6578
9,2011,9,39,0,1,9308
9,2011,9,40,0,1,20292
9,2011,10,41,0,1,8782
9,2011,10,42,0,1,25199
9,2011,10,43,1,1,10695
9,2011,10,44,1,1,18473
9,2011,10,45,1,1,7361
9,2011,11,46,1,1,16958
9,2011,11,47,1,1,13913
9,2011,11,48,1,1,8973
9,2011,11,49,1,1,14130
9,2011,12,50,1,1,19335
9,2011,12,51,1,1,20307
9,2011,12,52,1,1,6474
9,2011,12,53,1,1,11102
9,2012,1,1,1,1,10969
9,2012,1,2,1,1,9014
9,2012,1,3,1,1,2645
9,2012,1,4,1,1,6981
9,2012,1,5,1,1,6877
9,2012,1,6,1,1,4894
9,2012,2,7,1,1,12859
9,2012,2,8,1,1,9440
9,2012,2,9,1,1,12019
9,2012,2,10,1,1,4773
9,2012,3,11,1,1,3848
9,2012,3,12,1,1,3750
9,2012,3,13,1,1,2872
9,2012,3,14,1,1,4277
10,2011,4,17,0,1,94586
10,2011,4,18,0,1,72799
10,2011,5,19,0,1,94075
10,2011,5,20,0,1,56753
10,2011,5,21,0,1,184445
10,2011,5,22,0,1,115781
10,2011,5,23,0,1,107584
10,2011,6,24,0,1,75770
10,2011,6,25,0,1,140415
10,2011,6,26,0,1,129775
10,2011,6,27,0,1,64864
10,2011,7,28,0,1,58599
10,2011,7,29,0,1,110844
10,2011,7,30,0,1,93922
10,2011,7,31,0,1,63821
10,2011,8,32,0,1,56935
10,2011,8,33,0,1,101932
10,2011,8,34,0,1,64116
10,2011,8,35,0,1,43786
10,2011,8,36,0,1,80306
10,2011,9,37,0,1,116200
10,2011,9,38,0,1,48141
10,2011,9,39,0,1,77555
10,2011,9,40,0,1,47172
10,2011,10,41,0,1,154189
10,2011,10,42,0,1,42941
10,2011,10,43,1,1,88034
10,2011,10,44,1,1,102790
10,2011,10,45,1,1,45901
10,2011,11,46,1,1,91899
10,2011,11,47,1,1,70490
10,2011,11,48,1,1,125539
10,2011,11,49,1,1,299145
10,2011,12,50,1,1,107390
10,2011,12,51,1,1,99792
10,2011,12,52,1,1,75314
10,2011,12,53,1,1,16490
10,2012,1,1,1,1,50888
10,2012,1,2,1,1,43258
10,2012,1,3,1,1,48038
10,2012,1,4,1,1,53566
10,2012,1,5,1,1,26992
10,2012,1,6,1,1,37558
10,2012,2,7,1,1,39237
10,2012,2,8,1,1,53963
10,2012,2,9,1,1,45926
10,2012,2,10,1,1,88773
10,2012,3,11,1,1,39050
10,2012,3,12,1,1,33285
10,2012,3,13,1,1,27715
10,2012,3,14,1,1,39070
11,2011,4,17,0,0,21704
11,2011,4,18,0,0,43004
11,2011,5,19,0,0,24073
11,2011,5,20,0,0,30557
11,2011,5,21,0,0,17296
11,2011,5,22,0,0,20263
11,2011,5,23,0,0,19341
11,2011,6,24,0,0,35058
11,2011,6,25,0,0,39140
11,2011,6,26,0,0,41447
11,2011,6,27,0,0,27223
11,2011,7,28,0,0,25826
11,2011,7,29,0,0,42847
11,2011,7,30,0,0,36171
11,2011,7,31,0,0,24294
11,2011,8,32,0,0,50415
11,2011,8,33,0,0,19789
11,2011,8,34,0,0,57608
11,2011,8,35,0,0,13468
11,2011,8,36,0,0,46076
11,2011,9,37,0,0,43523
11,2011,9,38,0,0,28009
11,2011,9,39,0,0,43913
11,2011,9,40,0,0,31485
11,2011,10,41,0,0,44550
11,2011,10,42,0,0,33999
11,2011,10,43,1,0,40896
11,2011,10,44,1,0,18832
11,2011,10,45,1,0,25352
11,2011,11,46,1,0,28203
11,2011,11,47,1,0,71638
11,2011,11,48,1,0,44512
11,2011,11,49,1,0,60197
11,2011,12,50,1,0,28844
11,2011,12,51,1,0,19458
11,2011,12,52,1,0,29977
11,2011,12,53,1,0,30203
11,2012,1,1,1,0,20282
11,2012,1,2,1,0,27979
11,2012,1,3,1,0,23246
11,2012,1,4,1,0,23929
11,2012,1,5,1,0,15832
11,2012,1,6,1,0,18330
11,2012,2,7,1,0,13214
11,2012,2,8,1,0,26189
11,2012,2,9,1,0,34502
11,2012,2,10,1,0,38101
11,2012,3,11,1,0,34645
11,2012,3,12,1,0,36174
11,2012,3,13,1,0,38406
11,2012,3,14,1,0,30575
12,2011,4,17,0,0,2088
12,2011,4,18,0,0,3385
12,2011,5,19,0,0,2898
12,2011,5,20,0,0,3642
12,2011,5,21,0,0,4151
12,2011,5,22,0,0,3005
12,2011,5,23,0,0,3853
12,2011,6,24,0,0,1469
12,2011,6,25,0,0,4678
12,2011,6,26,0,0,3215
12,2011,6,27,0,0,2143
12,2011,7,28,0,0,2444
12,2011,7,29,0,0,5118
12,2011,7,30,0,0,2260
12,2011,7,31,0,0,2465
12,2011,8,32,0,0,3058
12,2011,8,33,0,0,2614
12,2011,8,34,0,0,4750
12,2011,8,35,0,0,2392
12,2011,8,36,0,0,2205
12,2011,9,37,0,0,7125
12,2011,9,38,0,0,1220
12,2011,9,39,0,0,2616
12,2011,9,40,0,0,2588
12,2011,10,41,0,0,1627
12,2011,10,42,0,0,1049
12,2011,10,43,1,0,3521
12,2011,10,44,1,0,1434
12,2011,10,45,1,0,1895
12,2011,11,46,1,0,2516
12,2011,11,47,1,0,2078
12,2011,11,48,1,0,4408
12,2011,11,49,1,0,10740
12,2011,12,50,1,0,3566
12,2011,12,51,1,0,4288
12,2011,12,52,1,0,1609
12,2011,12,53,1,0,1335
12,2012,1,1,1,0,3743
12,2012,1,2,1,0,3305
12,2012,1,3,1,0,1955
12,2012,1,4,1,0,1415
12,2012,1,5,1,0,1901
12,2012,1,6,1,0,936
12,2012,2,7,1,0,959
12,2012,2,8,1,0,2602
12,2012,2,9,1,0,2556
12,2012,2,10,1,0,1610
12,2012,3,11,1,0,1264
12,2012,3,12,1,0,1478
12,2012,3,13,1,0,1340
12,2012,3,14,1,0,1342
13,2011,4,17,0,1,6254
13,2011,4,18,0,1,6868
13,2011,5,19,0,1,14324
13,2011,5,20,0,1,10339
13,2011,5,21,0,1,5757
13,2011,5,22,0,1,12658
13,2011,5,23,0,1,11619
13,2011,6,24,0,1,6706
13,2011,6,25,0,1,10274
13,2011,6,26,0,1,7039
13,2011,6,27,0,1,7840
13,2011,7,28,0,1,6483
13,2011,7,29,0,1,4251
13,2011,7,30,0,1,3884
13,2011,7,31,0,1,3976
13,2011,8,32,0,1,4139
13,2011,8,33,0,1,9201
13,2011,8,34,0,1,4066
13,2011,8,35,0,1,4930
13,2011,8,36,0,1,10000
13,2011,9,37,0,1,6464
13,2011,9,38,0,1,5391
13,2011,9,39,0,1,4703
13,2011,9,40,0,1,2802
13,2011,10,41,0,1,6560
13,2011,10,42,0,1,8698
13,2011,10,43,1,1,9163
13,2011,10,44,1,1,8893
13,2011,10,45,1,1,7782
13,2011,11,46,1,1,4388
13,2011,11,47,1,1,6967
13,2011,11,48,1,1,15556
13,2011,11,49,1,1,13962
13,2011,12,50,1,1,8755
13,2011,12,51,1,1,8628
13,2011,12,52,1,1,12339
13,2011,12,53,1,1,2183
13,2012,1,1,1,1,3941
13,2012,1,2,1,1,4546
13,2012,1,3,1,1,4290
13,2012,1,4,1,1,3398
13,2012,1,5,1,1,2922
13,2012,1,6,1,1,2724
13,2012,2,7,1,1,3753
13,2012,2,8,1,1,8554
13,2012,2,9,1,1,6622
13,2012,2,10,1,1,10437
13,2012,3,11,1,1,3167
13,2012,3,12,1,1,3087
13,2012,3,13,1,1,2679
13,2012,3,14,1,1,3230
14,2011,4,17,0,0,558
14,2011,4,18,0,0,511
14,2011,5,19,0,0,588
14,2011,5,20,0,0,572
14,2011,5,21,0,0,261
14,2011,5,22,0,0,595
14,2011,5,23,0,0,416
14,2011,6,24,0,0,182
14,2011,6,25,0,0,394
14,2011,6,26,0,0,383
14,2011,6,27,0,0,296
14,2011,7,28,0,0,415
14,2011,7,29,0,0,570
14,2011,7,30,0,0,328
14,2011,7,31,0,0,416
14,2011,8,32,0,0,533
14,2011,8,33,0,0,300
14,2011,8,34,0,0,278
14,2011,8,35,0,0,180
14,2011,8,36,0,0,352
14,2011,9,37,0,0,210
14,2011,9,38,0,0,401
14,2011,9,39,0,0,267
14,2011,9,40,0,0,505
14,2011,10,41,0,0,644
14,2011,10,42,0,0,247
14,2011,10,43,1,0,479
14,2011,10,44,1,0,500
14,2011,10,45,1,0,523
14,2011,11,46,1,0,601
14,2011,11,47,1,0,980
14,2011,11,48,1,0,268
14,2011,11,49,1,0,975
14,2011,12,50,1,0,801
14,2011,12,51,1,0,1014
14,2011,12,52,1,0,438
14,2011,12,53,1,0,197
14,2012,1,1,1,0,351
14,2012,1,2,1,0,423
14,2012,1,3,1,0,127
14,2012,1,4,1,0,689
14,2012,1,5,1,0,372
14,2012,1,6,1,0,168
14,2012,2,7,1,0,142
14,2012,2,8,1,0,325
14,2012,2,9,1,0,182
14,2012,2,10,1,0,373
14,2012,3,11,1,0,312
14,2012,3,12,1,0,219
14,2012,3,13,1,0,321
14,2012,3,14,1,0,270
15,2011,4,17,0,0,18849
15,2011,4,18,0,0,28298
15,2011,5,19,0,0,26763
15,2011,5,20,0,0,27806
15,2011,5,21,0,0,41398
15,2011,5,22,0,0,18795
15,2011,5,23,0,0,23740
15,2011,6,24,0,0,13255
15,2011,6,25,0,0,25703
15,2011,6,26,0,0,26368
15,2011,6,27,0,0,11339
15,2011,7,28,0,0,35324
15,2011,7,29,0,0,17080
15,2011,7,30,0,0,27912
15,2011,7,31,0,0,20792
15,2011,8,32,0,0,22976
15,2011,8,33,0,0,24216
15,2011,8,34,0,0,32397
15,2011,8,35,0,0,19372
15,2011,8,36,0,0,17861
15,2011,9,37,0,0,28197
15,2011,9,38,0,0,19956
15,2011,9,39,0,0,17412
15,2011,9,40,0,0,31876
15,2011,10,41,0,0,15211
15,2011,10,42,0,0,22088
15,2011,10,43,1,0,72606
15,2011,10,44,1,0,13510
15,2011,10,45,1,0,36958
15,2011,11,46,1,0,24103
15,2011,11,47,1,0,23898
15,2011,11,48,1,0,20599
15,2011,11,49,1,0,80228
15,2011,12,50,1,0,18185
15,2011,12,51,1,0,34017
15,2011,12,52,1,0,23839
15,2011,12,53,1,0,50141
15,2012,1,1,1,0,11811
15,2012,1,2,1,0,12409
15,2012,1,3,1,0,8011
15,2012,1,4,1,0,40032
15,2012,1,5,1,0,15001
15,2012,1,6,1,0,9824
15,2012,2,7,1,0,18862
15,2012,2,8,1,0,12839
15,2012,2,9,1,0,16700
15,2012,2,10,1,0,16785
15,2012,3,11,1,0,21138
15,2012,3,12,1,0,18936
15,2012,3,13,1,0,24780
15,2012,3,14,1,0,23014
16,2011,4,17,0,1,1516
16,2011,4,18,0,1,1656
16,2011,5,19,0,1,1515
16,2011,5,20,0,1,1484
16,2011,5,21,0,1,1405
16,2011,5,22,0,1,751
16,2011,5,23,0,1,1020
16,2011,6,24,0,1,897
16,2011,6,25,0,1,897
16,2011,6,26,0,1,940
16,2011,6,27,0,1,1971
16,2011,7,28,0,1,1341
16,2011,7,29,0,1,1945
16,2011,7,30,0,1,1298
16,2011,7,31,0,1,2057
16,2011,8,32,0,1,1023
16,2011,8,33,0,1,1348
16,2011,8,34,0,1,1081
16,2011,8,35,0,1,586
16,2011,8,36,0,1,1344
16,2011,9,37,0,1,921
16,2011,9,38,0,1,499
16,2011,9,39,0,1,2511
16,2011,9,40,0,1,1802
16,2011,10,41,0,1,2693
16,2011,10,42,0,1,1254
16,2011,10,43,1,1,3056
16,2011,10,44,1,1,1030
16,2011,10,45,1,1,1144
16,2011,11,46,1,1,2282
16,2011,11,47,1,1,3169
16,2011,11,48,1,1,2341
16,2011,11,49,1,1,4609
16,2011,12,50,1,1,1401
16,2011,12,51,1,1,1944
16,2011,12,52,1,1,1451
16,2011,12,53,1,1,687
16,2012,1,1,1,1,546
16,2012,1,2,1,1,1175
16,2012,1,3,1,1,1114
16,2012,1,4,1,1,1011
16,2012,1,5,1,1,1213
16,2012,1,6,1,1,1425
16,2012,2,7,1,1,776
16,2012,2,8,1,1,1361
16,2012,2,9,1,1,1188
16,2012,2,10,1,1,613
16,2012,3,11,1,1,1186
16,2012,3,12,1,1,1302
16,2012,3,13,1,1,1125
16,2012,3,14,1,1,1096
17,2011,4,17,0,1,265
17,2011,4,18,0,1,252
17,2011,5,19,0,1,464
17,2011,5,20,0,1,317
17,2011,5,21,0,1,507
17,2011,5,22,0,1,284
17,2011,5,23,0,1,306
17,2011,6,24,0,1,666
17,2011,6,25,0,1,160
17,2011,6,26,0,1,422
17,2011,6,27,0,1,294
17,2011,7,28,0,1,309
17,2011,7,29,0,1,330
17,2011,7,30,0,1,644
17,2011,7,31,0,1,443
17,2011,8,32,0,1,307
17,2011,8,33,0,1,489
17,2011,8,34,0,1,421
17,2011,8,35,0,1,202
17,2011,8,36,0,1,327
17,2011,9,37,0,1,405
17,2011,9,38,0,1,422
17,2011,9,39,0,1,194
17,2011,9,40,0,1,402
17,2011,10,41,0,1,218
17,2011,10,42,0,1,299
17,2011,10,43,1,1,641
17,2011,10,44,1,1,228
17,2011,10,45,1,1,360
17,2011,11,46,1,1,391
17,2011,11,47,1,1,490
17,2011,11,48,1,1,437
17,2011,11,49,1,1,570
17,2011,12,50,1,1,222
17,2011,12,51,1,1,298
17,2011,12,52,1,1,414
17,2011,12,53,1,1,142
17,2012,1,1,1,1,264
17,2012,1,2,1,1,307
17,2012,1,3,1,1,138
17,2012,1,4,1,1,197
17,2012,1,5,1,1,248
17,2012,1,6,1,1,251
17,2012,2,7,1,1,83
17,2012,2,8,1,1,178
17,2012,2,9,1,1,182
17,2012,2,10,1,1,378
17,2012,3,11,1,1,79
17,2012,3,12,1,1,74
17,2012,3,13,1,1,94
17,2012,3,14,1,1,94
18,2011,4,17,0,0,13439
18,2011,4,18,0,0,14836
18,2011,5,19,0,0,23102
18,2011,5,20,0,0,17849
18,2011,5,21,0,0,18672
18,2011,5,22,0,0,17557
18,2011,5,23,0,0,17612
18,2011,6,24,0,0,30180
18,2011,6,25,0,0,48392
18,2011,6,26,0,0,18609
18,2011,6,27,0,0,12914
18,2011,7,28,0,0,13920
